Mendacium,Depth,Price
9.387,2304.88,115.5928024
10.273,1214.883,90.86298872
2.978,1596.795,77.32360979
1.415,2375.327,99.71403403
12.652,1347.051,137.3004576
7.729,2332.801,105.295623
12.135,2740.358,180.4771349
2.804,2934.91,135.7028694
4.181,2418.46,113.5213978
9.529,399.445,61.57369879
4.363,1938.53,83.19556187
8.639,771.437,67.07714487
8.409,555.89,59.67501148
10.516,1211.154,94.31047177
1.83,2628.484,111.0806978
2.628,2530.022,119.1730984
7.085,2197.452,97.52413626
5.505,646.277,45.29033457
6.429,2639.948,117.4679461
12.625,1742.82,137.2526938
4.353,2585.764,120.9337496
2.916,560.596,51.98227409
7.251,1021.818,55.34877794
4.519,535.468,60.6307964
11.953,2157.279,144.5339093
8.268,2213.403,97.82948153
10.388,2943.446,164.6574237
2.389,2280.501,94.19040277
9.292,572.128,70.70991109
7.275,1900.228,99.44974036
5.073,988.154,49.94273898
3.963,610.98,59.86896537
9.708,2431.902,134.6609353
5.639,655.718,44.80511364
4.786,1706.868,70.39317007
7.59,1666.451,79.60862807
6.266,294.084,47.26068722
1.695,2305.535,105.1304953
10.211,1540.278,96.33676542
9.205,2055.065,109.4717415
6.193,667.826,63.60019833
11.884,1896.687,141.1691101
9.165,2986.775,163.8560849
7.648,176.51,48.10801544
11.115,2432.112,150.8943394
4.93,1560.858,68.16533603
2.142,499.779,43.29146588
10.367,896.985,92.32179029
11.095,2543.14,144.719205
8.896,1416.303,80.57001453
2.399,2432.759,113.3201454
8.729,2678.112,131.4506039
10.265,1994.92,108.7202044
12.344,39.706,96.8346326
4.619,1038.275,60.31699493
7.343,2585.033,113.9652385
6.697,889.05,52.43761333
10.935,2773.589,152.5718188
9.169,1876.293,97.11180368
1.94,1730.795,83.19550685
4.071,1446.052,67.26710255
9.039,1018.371,73.90411669
4.819,520.542,59.59775067
11.403,894.721,106.4963625
6.38,1444.717,67.28374586
8.34,1493.251,78.26475282
3.848,1018.204,48.01078837
4.891,580.673,59.48331787
0.752,497.179,41.59311925
1.247,2162.801,93.8649535
10.306,1755.054,113.2611976
10.957,1198.282,104.5255274
11.071,1328.845,100.3928266
5.515,981.968,51.55159695
8.766,1058.242,81.02221406
10.297,746.699,76.61805161
12.786,1187.583,134.4001485
8.429,2480.208,117.272658
0.536,353.053,38.32620687
1.237,748.065,45.53913237
4.121,517.238,57.19663674
3.309,2735.253,125.2320244
7.294,1.878,63.03695551
6.247,18.615,56.06957704
5.607,253.462,42.39190617
2.042,2881.85,131.7507867
6.288,481.721,52.50705628
2.453,2381.396,95.33557149
10.076,1373.528,84.25215658
12.319,682.612,116.0912212
10.541,2543.812,135.6389855
9.572,298.902,77.92023112
3.99,1237.535,55.92729923
7.943,324.745,53.845321
9.531,2831.042,144.2655307
3.113,1227.333,70.87496612
4.694,1782.584,71.50593482
10.598,2510.405,139.0491518
0.626,1530.846,75.48230921
0.708,2179.679,94.85262908
4.572,1009.916,60.69636157
9.173,1662.421,98.18166577
3.372,1384.38,56.70952657
1.411,993.328,49.03892591
0.008,1928.958,92.37732935
2.221,244.12,51.29679643
0.547,2478.343,112.7818419
12.245,1426.653,129.8083674
10.531,2848.025,153.1706361
0.044,467.852,41.927824
12.123,1823.084,135.0232059
12.978,1692.936,152.9133592
6.012,2349.604,96.0204345
8.734,581.696,56.5387151
6.144,2583.784,123.4909698
9.882,1772.457,92.69018454
3.12,1233.029,53.04811574
0.15,2596.808,108.0421554
12.786,557.364,124.3646153
11.12,365.602,86.84090435
8.391,2059.93,102.4640139
3.897,1498.437,77.45239574
11.945,446.075,95.10859742
7.131,84.274,54.19404999
12.401,1688.606,131.2118828
5.477,522.757,61.24422382
8.342,300.94,59.79473555
8.493,877.089,58.6999144
3.067,2219.134,96.79021344
0.272,1060.408,61.38334933
5.184,1050.2,63.05455405
5.944,157.156,53.70919519
0.48,404.96,49.23978983
3.02,1496.282,65.0451129
7.379,2866.742,131.8411653
5.616,638.772,58.34838047
10.782,2579.245,137.6095846
9.886,422.14,72.65220894
10.379,957.226,94.84497541
7.028,1088.771,67.64605835
10.995,2790.008,168.9388078
7.252,1027.476,54.82821968
5.743,1156.982,59.26692581
2.646,1782.798,71.11398736
6.54,813.143,61.38532045
4.247,47.156,53.49541057
7.524,2646.648,118.6075691
6,1529.821,65.76309209
9.262,1312.883,88.9914264
7.393,459.406,54.15969533
12.115,2497.891,161.591116
6.425,1208.261,72.29212788
1.504,2189.05,101.7531727
1.994,18.82,55.60305844
5.791,1067.09,68.15604288
10.377,482.589,82.82190961
9.188,1295.098,74.18403727
11.736,2774.207,180.4713525
10.656,2958.038,170.0285182
10.88,31.467,80.29137561
2.362,71.928,45.40954921
4.082,1571.922,67.80525291
12.191,1521.385,134.5748065
10.376,2968.063,158.1005439
1.669,1116.755,54.25440659
0.293,803.599,49.17485827
3.672,537.786,51.98800287
1.028,665.039,52.92370683
8.669,223.584,54.98337624
6.643,2322.221,102.0367106
11.01,720.164,91.67630882
6.532,1060.127,58.9071045
5.191,2448.949,100.0604139
11.24,1788.403,117.3982271
1.067,1974.585,91.3993765
11.546,2763.371,176.9649514
2.827,232.733,40.02143638
2.583,1605.491,73.77595421
8.568,230.155,65.19700809
8.42,574.17,68.62816194
11.796,2729.533,165.7775705
9.858,1029.625,85.64937073
9.055,788.082,68.66278788
7.566,1930.884,86.21345328
9.61,2853.717,154.8915756
9.526,2076.788,108.2491873
12.58,1050.846,125.7132843
7.62,1221.046,69.57330618
8.79,85.481,70.715182
4.709,2779.192,118.7758786
6.147,2606.414,120.0194433
11.259,1435.859,115.8900356
6.212,1273.33,68.72079168
7.431,1744.326,76.31823373
5.265,558.585,52.50020498
11.333,2136.664,136.1528822
12.126,1804.183,139.515718
10.576,1900.425,112.4846695
10.293,1129.036,94.24953095
5.348,163.525,49.03167496
5.978,2158.806,97.98404173
10.807,795.789,78.82843792
5.088,94.989,52.52535098
11.168,526.95,88.85297688
9.559,1155.739,77.54767307
11.463,1195.911,94.79231809
12.958,1417.282,140.6864814
5.206,2079.314,85.13594498
3.648,355.566,53.38741835
12.329,1144.456,112.5552653
3.931,288.611,40.69050503
10.845,961.743,89.96857768
0.257,1458.338,60.77129374
11.039,1935.644,128.1889847
9.08,2082.933,105.5531813
10.625,2932.074,157.6040973
11.337,2690.112,155.3273475
1.278,2008.996,77.69000454
5.196,734.9,59.18501902
2.739,2948.002,134.1184024
0.845,2938.148,131.6495922
6.642,2138.066,88.673585
3.478,1031.113,56.63396962
10.903,405.432,82.26676179
7.431,2525.764,125.7151481
10.823,1735.953,116.1747936
7.25,2239.222,94.06535815
12.048,1926.248,128.6222423
9.994,218.429,75.1070692
6.552,1902.374,95.13437873
2.638,1870.606,75.30380319
9.215,50.664,58.35093877
9.987,1638.258,108.5055131
11.761,1110.721,97.47467493
2.278,858.702,50.60398734
5.501,160.954,46.88820392
9.883,2722.728,143.581917
2.119,2149.837,95.21505199
7.881,423.986,66.27934217
4.321,2855.346,135.9957721
12.607,2318.977,172.3112611
9.993,1812.576,100.9099407
7.926,2842.365,135.3881004
12.681,0.587,107.8067206
10.895,490.884,83.64820604
2.169,539.454,53.7045144
0.268,2112.138,92.23953529
2.27,1941.239,78.099392
4.561,1215.983,71.85051906
4.127,2211.21,104.3092897
11.84,2048.107,137.3970742
8.809,1683.621,88.1882288
11.051,1022.293,99.74968532
6.729,1642.776,74.29775989
4.63,8.192,54.48900921
3.928,2626.256,121.0664494
12.331,414.944,116.4614082
12.132,415.04,102.5456331
1.208,404.597,46.84306691
10.628,1104.03,95.58251793
12.866,75.637,107.8423268
5.079,709.693,54.73803517
2.19,238.734,57.10755038
5.028,2626.375,125.0917022
3.731,601.821,57.92497767
0.282,2373.614,100.0834352
11.579,1093.377,98.6263278
10.031,572.192,76.69454173
6.143,680.308,62.890852
5.193,1634.39,83.00614383
2.924,2931.83,142.0171518
12.102,1439.686,128.8360172
12.159,739.701,101.8935909
3.497,2345.591,97.00763694
7.716,1475.402,80.82626895
6.325,2315.205,100.145258
8.521,1030.985,60.89046879
4.548,1071.22,64.32151187
2.605,117.978,55.81424905
1.277,1028.074,66.30126311
0.077,129.089,52.76663279
1.248,2667.9,123.4952117
8.965,574.407,58.03247268
6.741,2310.627,110.028627
3.545,2345.38,101.2570302
2.851,2023.141,96.39807916
9.43,569.016,68.65573003
7.968,721.204,58.039615
2.834,635.506,49.38159326
4.012,1943.92,83.083473
6.964,2586.783,124.832645
2.054,2009.759,86.1475292
10.472,795.769,81.17073839
12.686,527.206,113.2888026
4.543,2216.66,104.2400381
8.664,448.824,72.82483199
6.989,209.591,52.68563892
6.464,176.697,58.4183183
3.125,20.87,56.02288612
2.827,289.536,49.55796109
10.017,741.318,76.7863026
0.45,218.912,46.75919828
11.418,582.401,84.41627925
3.052,1839.842,72.9637954
6.717,2422.643,119.8400388
5.265,1207.972,61.19463056
7.12,1855.895,80.68088814
5.124,2.741,45.16377997
9.834,979.719,77.62229968
5.439,1413.034,70.43117781
0.888,1490.072,78.97544687
11.041,179.521,88.2200286
12.543,1368.234,133.6517838
9.273,1190.519,73.78828328
4.355,103.013,54.54532967
2.865,1530.025,70.17633247
10.636,2259.885,135.913756
3.454,1004.157,54.32138504
9.944,110.911,80.74202398
9.98,1636.479,93.64032964
8.882,2405.001,129.8801614
11.793,494.763,106.9189149
7.136,1444.741,80.5069113
5.375,1553.26,81.60644249
5.758,2691.471,125.5243546
6.654,1935.217,89.8874805
11.911,2082.634,139.6724864
12.333,319.087,103.1851006
4.803,38.726,54.92493152
6.013,911.967,57.89980335
3.674,2452.821,98.00583162
11.376,2280.754,136.6749222
8.384,1831.948,101.0287984
1.216,1768.894,77.72912669
8.584,1249.069,75.25579898
12.485,2501.61,175.7664514
11.864,2569.791,170.7186819
1.901,2119.466,84.87431248
12.84,1601.495,135.3713805
10.715,1665.465,113.6409853
5.768,522.751,53.11972887
5.33,2070.356,95.90918243
2.85,334.933,48.38695331
10.368,1921.143,111.4883482
8.14,568.977,54.87683568
0.985,897.065,50.48656761
2.49,347.9,54.72675048
5.738,364.404,46.0774814
3.538,2585.259,105.6470345
5.47,2613.88,111.6911706
11.278,251.204,92.06746641
6.958,1146.59,74.67727744
7.229,2857.076,142.1024138
2.259,1311.791,73.16495524
6.776,75.591,60.22804713
2.504,278.77,38.39565623
3.015,534.515,47.44420908
4.096,1725.032,83.68049166
6.56,884.077,54.16453677
0.113,2268.938,106.7431396
8.208,100.428,57.46954873
4.499,711.709,53.52794184
2.77,2559.221,118.8813362
8.614,841.953,63.60402381
10.208,1619.926,93.04981745
2.501,34.682,41.26984472
6.947,213.84,54.42280198
4.732,365.557,41.07053451
10.734,1731.321,117.9638072
8.648,1313.222,85.31223916
10.207,1408.916,94.91711023
11.566,1888.931,121.5293536
7.975,845.278,72.77672036
10.681,1123.701,85.26663432
4.709,570.277,42.9006034
4.975,272.487,51.6937202
7.151,2401.682,114.3126936
4.19,533.066,48.25154249
6.824,672.949,60.09123249
3.288,1680.586,68.15154753
3.818,1585.856,75.59236882
4.522,2407.556,113.0057585
10.575,970.531,84.15511386
0.971,2357.167,92.71425366
11.183,799.006,83.83893003
3.747,1629.656,81.20561093
6.745,2418.558,116.7206349
3.538,1732.008,67.67083904
2.528,1975.192,95.31912144
1.403,1548.75,77.66281033
7.359,369.022,59.25335056
2.187,2168.435,104.0818239
11.88,2311.698,148.9785009
12.676,1382.713,134.1772868
8.16,325.604,61.58363427
9.263,2788.934,133.7134906
3.995,830.163,47.72532949
5.508,2338.621,94.02638773
2.794,1483.826,72.63018333
4.7,1531.526,70.19493236
6.448,2033.431,88.40483947
0.786,2678.186,111.7002851
1.091,1128.678,66.82408252
9.026,350.707,66.23480693
12.996,3.472,114.5368492
12.751,968.01,120.6405939
6.965,2059.379,91.14619839
9.063,2090.806,117.2053075
2.487,178.763,38.81528052
9.293,1073.58,84.79233302
11.759,2209.458,138.8467548
6.902,341.328,57.83668478
9.617,1870.162,95.72301372
3.305,944.922,46.80884449
10.984,140.685,77.93548136
7.228,1046.193,65.72832816
3.741,1152.941,64.69685427
1.843,1760.99,72.09490217
12.178,1281.491,121.8129737
3.06,2346.376,101.7824053
9.637,1898.794,101.9889178
1.42,2380.244,112.2839046
6.251,1983.514,87.14091332
10.056,2779.456,152.114046
5.512,1944.315,84.47681673
6.618,1480.766,79.48017905
0.51,1816.98,72.31274773
3.129,2554.704,114.3261127
9.418,67.348,71.63952517
9.783,134.631,78.73031192
9.561,210.101,60.87529389
4.952,246.908,40.11273346
10.927,2845.827,170.7089267
12.645,444.201,115.91719
7.578,2961.59,137.214204
3.452,1932.349,82.47655479
3.2,1854.618,83.17588255
12.574,242.491,103.1841464
1.313,2953.863,138.9100478
11.415,2910.759,166.5483097
11.358,655.27,83.52012305
1.755,1280.342,57.13934874
6.79,1197.412,61.70767423
6.504,1000.9,67.74511205
2.54,1851.038,82.65469209
12.229,1591.34,134.0977493
6.775,2725.153,125.4383253
7.378,666.664,65.77311812
1.917,128.467,48.23877582
7.081,2018.158,100.524362
0.132,1589.605,79.77616086
6.495,524.617,51.51881335
10.272,2456.729,136.2141968
6.543,2301.034,98.15331039
0.575,1889.485,78.85077706
9.115,2714.407,143.6484406
7.617,899.861,61.02908717
3.378,1658.05,74.52639906
12.76,1131.299,118.749497
0.463,2695.721,112.9733175
11.322,2157.582,142.1272831
11.23,414.246,80.99624573
12.749,1756.653,138.7195989
5.645,1725.379,73.37871455
1.399,2674.328,128.025921
6.801,756.249,58.72665376
4.444,2763.019,129.72735
4.474,2492.064,118.2407712
1.568,2700.671,117.7601933
8.248,1726.286,80.82632769
2.101,5.241,48.72900871
7.692,559.177,49.19912639
3.766,2689.78,113.6550504
10.577,1539.402,93.13344978
1.377,2531.782,113.7782589
5.29,1372.583,66.23735188
9.106,1846.529,92.97736582
12.003,1905.422,131.1407618
5.361,2310.28,102.5617882
2.939,546.683,48.97584485
9.003,1146.975,77.32139796
9.428,544.705,66.07106387
2.676,914.244,65.34710829
5.722,322.383,52.95995693
3.892,1103.641,59.44953532
10.074,1094.822,76.363687
12.759,2416.943,174.1761602
9.426,1045.958,79.9899129
2.016,585.938,54.2555561
2.676,2399.533,98.29352616
10.216,1287.291,99.66724007
10.317,1850.957,107.960262
0.393,2033.22,79.63955611
7.713,1090.734,63.61264711
11.409,710.648,99.72794147
7.165,1469.151,83.42136578
4.56,1303.325,66.80661284
8.171,2457.563,122.9773129
6.631,1373.13,78.90937147
6.701,2116.989,87.94149148
10.869,380.736,77.54351638
6.646,2821.331,137.2105917
2.173,681.549,56.48022459
6.869,1627.419,72.81989981
7.487,962.419,70.71835363
5.477,1466.153,76.93554243
3.895,2834.253,137.1194739
11.166,2113.484,133.6165437
1.325,2583.105,109.0824958
1.978,2522.251,103.0765522
2.996,1079.711,63.00444539
8.012,1377.285,86.25160139
8.641,522.374,55.46547136
6.464,2748.37,134.84728
6.997,91.854,51.2160456
9.2,1881.952,95.62953
1.219,1867.029,79.66596664
2.586,552.725,46.98717547
6.399,867.819,51.04232294
10.827,823.8,86.56916363
4.303,1279.807,72.4168644
12.44,1406.177,125.7463041
3.151,1808.998,71.57179434
8.976,2413.455,129.3251312
11.412,373.537,90.01024392
7.745,2530.943,115.6216103
5.672,2735.256,122.4934975
12.107,666.003,105.1246369
12.394,1190.226,130.0643287
11.979,999.004,103.6621322
1.494,187.378,41.84368675
0.208,2398.016,107.7547604
11.488,2121.355,142.2384144
1.524,2989.662,138.6260527
7.811,1209.742,66.39919567
7.333,1647.474,88.8369009
11.103,2462.046,140.2133129
10.116,1393.327,87.70247205
3.663,2814.495,119.534092
1.24,738.573,56.74174844
2.169,18.372,42.25868959
0.989,2347.703,100.3653753
11.228,1439.638,100.6389834
7.467,1864.68,85.79672357
11.169,879.57,99.62357373
8.241,1507.151,74.13038328
0.629,851.998,57.60296125
11.884,1260.295,111.7000169
11.234,2293.727,139.5406319
8.674,435.157,61.90544215
3.063,657.943,45.76778657
10.641,951.229,82.77179397
7.899,1351.233,66.35255582
11.325,1737.361,118.2828023
1.919,543.109,45.30305782
4.095,614.385,46.17680571
4.875,774.088,56.20555106
2.326,1763.175,84.13032824
3.325,1257.488,63.67591274
0.035,77.217,41.93964242
8.213,380.803,50.77036133
9.023,204.852,71.39454457
6.677,1351.92,66.28837363
4.913,48.427,56.9804454
7.648,747.598,55.48299509
10.332,2122.84,125.9650985
1.259,2834.524,129.8521793
4.908,2811.811,127.7029236
0.057,537.697,57.31225618
11.512,2707.341,171.9954282
9.374,1324.295,88.19811459
5.326,884.374,62.99380015
12.942,2848.111,200.7061773
12.634,1860.324,144.8611084
0.14,1800.772,77.95765697
2.04,2612.968,115.5275173
6.673,1433.647,80.47617881
3.719,2749.935,130.4531672
3.972,121.264,56.10962837
9.178,1866.267,90.18300498
10.058,1590.681,103.1505741
5.462,80.914,55.77113059
10.706,2179.755,133.1708836
7.232,1704.223,74.44367754
6.879,552.813,64.3329419
12.605,1605.56,137.0470196
1.561,2319.225,101.5779436
0.493,1427.738,69.95147708
7.629,1689.133,89.52611263
10.204,635.226,87.89677495
9.385,2805.368,137.0392794
5.75,2863.135,127.6722302
11.464,1018.81,94.21288366
7.334,44.625,52.39249394
8.287,1132.146,66.55541831
11.059,1192.741,104.2468974
7.538,1055.411,70.32794751
10.082,610.348,85.35089964
5.775,567.743,60.62507983
9.05,545.516,74.04105075
1.311,548.565,45.93557483
4.982,1172.769,55.64915631
10.615,1198.117,89.02721086
8.87,1404.932,76.83474059
12.593,2946.74,206.2243668
8.247,749.941,71.42836987
1.256,1461.656,68.95834029
5.443,1958.204,78.30647119
9.593,341.717,74.74067408
5.343,1531.725,63.40731374
12.917,2370.719,179.257673
12.811,542.473,121.6455162
4.445,2980.003,143.1233148
10.416,1572.164,108.341183
4.033,2618.563,114.6238468
0.196,1427.021,77.15214041
8.692,55.647,71.24041406
1.398,2142.139,86.26636562
5.781,2098.091,92.29877658
4.589,517.146,50.56328258
12.957,534.258,120.3539685
11.812,832.985,96.71019531
0.544,2325.235,96.19907559
4.797,2507.216,101.4690826
5.158,75.764,47.74692448
2.076,2265.701,103.160705
10.077,552.769,84.77817574
2.263,204.707,48.24466087
6.098,800,60.01506392
10.609,461.022,74.46433306
7.188,205.803,57.77494198
10.17,74.151,82.48892355
9.265,1075.296,74.23469544
2.763,1643.275,71.04256756
6.777,258.471,55.10033943
5.002,1918.856,82.15987335
9.198,362.065,72.00678208
3.486,788.519,46.8251205
6.584,2218.882,101.1909851
1.404,813.373,44.26524283
4.109,2764.334,133.9319062
8.559,2618.356,125.0641828
10.944,2213.545,136.1930029
7.536,1877.189,92.88270046
6.025,1773.153,88.20824841
1.143,192.382,45.09420554
1.326,2685.695,123.9949935
12.635,676.552,123.800109
8.736,2952.423,156.0110988
7.316,2504.916,121.439593
7.351,733.289,52.13664738
3.252,2601.477,113.8849828
6.288,2378.725,107.038412
4.201,1396.603,68.96689705
4.026,1704.904,72.09474536
10.853,120.861,78.52309016
3.154,2014.258,93.15399589
6.544,2528.826,105.9951767
5.909,1663.224,83.05753196
11.917,2470.083,151.313744
2.548,961.846,52.41278566
9.542,299.278,71.07436096
12.089,401.347,104.4271742
0.276,2489.137,109.167016
3.5,404.749,46.27282547
11.242,1770.297,111.1124344
7.532,2825.528,144.2784491
2.841,1200.099,56.64430419
8.213,1571.387,86.67424888
5.17,2673.422,120.1430884
2.582,2962.296,137.1421529
3.803,302.39,38.43709965
5.564,2762.813,120.2363418
8.779,448.484,57.08471034
0.17,634.024,42.15786854
4.936,2110.456,102.5025963
4.579,691.528,60.22281086
5.131,541.522,60.14515545
1.689,342.687,42.71416964
12.307,2339.432,149.2239869
2.481,2421.113,103.8582336
6.855,2875.895,144.3605428
3.531,6.217,54.82893281
1.355,1350.156,73.40170159
5.815,1450.314,76.61833586
11,1639.696,103.2959095
12.731,1649.168,135.7447834
6.702,2721.971,118.4976299
6.118,2432.057,113.3481186
1.786,52.631,53.21312872
10.236,1864.182,108.2390128
5.626,1202.629,59.1300468
11.198,797.085,87.37173473
10.431,2472.073,131.3313568
